bootstrap_draw,E,A,B,alpha,beta
0,1.6897060857863735,0.3540163444000519,1.240425265313094,0.33994200245199846,0.27985884538233946
1,1.6898578753095126,0.35397067126873777,1.2402371408318478,0.3399833242346376,0.2798969228028167
2,1.689719689399654,0.35396673296694353,1.2404064331805182,0.3399815115892028,0.2798357293508038
3,1.689796777463504,0.3539632635097193,1.2402603047684997,0.3399936128335737,0.27985898538484405
4,1.6897399540534075,0.35400921239900884,1.2403396976869425,0.3399590627869369,0.27985982041335006
5,1.689866638675553,0.35396653450710075,1.2402647440767547,0.33998400870836504,0.27990869091086046
6,1.6897326068722078,0.35400427396229883,1.2403233513427945,0.339968789183798,0.2798563346791944
7,1.6897952120870092,0.3539980174363407,1.2403286194152732,0.3399696550188607,0.27989054518237044
8,1.6897586471153492,0.3540135288524676,1.2403142422580535,0.3399512582673169,0.2798683628842474
9,1.6898105031593789,0.35392511984845476,1.2403286813530812,0.34001693130736177,0.27985696137655636
10,1.6897634128553691,0.354019560187645,1.2403385108099731,0.3399451732547211,0.27988294506577643
11,1.6897793887153474,0.35401536174244114,1.2403389321515472,0.33994799743170373,0.27988912047751596
12,1.6898220607015215,0.353998673464556,1.240217307723274,0.3399643742491713,0.27988904900436856
13,1.6896894283261255,0.3539830574019686,1.2404443469883706,0.339972586357718,0.27983271994780623
14,1.6897452745279011,0.3539300882533871,1.2404698218454946,0.3400184349369668,0.2798436090830112
15,1.6898743798827196,0.35396309304344215,1.240304067201487,0.3400026832284414,0.2799168775115879
16,1.68978031266252,0.3539888251097416,1.240305007853865,0.3399681364429154,0.27986948172497395
17,1.689814194381626,0.35395855087493994,1.2403422190779667,0.34000444208099434,0.2798854198809605
18,1.6896550592690396,0.3540309907321413,1.2403650145907008,0.339938421426376,0.27982736843422223
19,1.689810432847607,0.3539762023650301,1.240289447139821,0.3399749402209516,0.27988310433778935
20,1.689787898051656,0.35393919204531754,1.2403927308124636,0.3400165666614728,0.2798628485208343
21,1.6898526200414659,0.3539556300666061,1.2402330318622057,0.33999225414268747,0.27988856715019855
22,1.6898575941518845,0.3539280746615907,1.2402870834663569,0.3400136744679814,0.2798817421864117
23,1.6897535076569963,0.3540478504249109,1.2402725976104294,0.339915899918807,0.2798872907289634
24,1.6897919810535877,0.3539898204495741,1.240287662770615,0.33997463205545025,0.2798781491806905
25,1.689811088761397,0.3539960055622261,1.2402503872568238,0.33997310745039117,0.2798884720604734
26,1.6897373495965837,0.3539705450253766,1.2403631548089085,0.33998747414428687,0.2798438190034762
27,1.689801370253985,0.3539955924254403,1.2402453807423033,0.3399720389609232,0.2798769729277756
28,1.6897808989751513,0.35398678992127514,1.2402840023922888,0.33997649699039384,0.27986334304964267
29,1.6898179157369109,0.35400159167876116,1.2402959234798578,0.3399632452634913,0.2799057934837739
30,1.6897294665785076,0.35398150581487864,1.2403998616461682,0.339975964325696,0.27984955727753813
31,1.6897688397711885,0.3539701923640982,1.2403952092008117,0.33997900771342987,0.2798709833860905
32,1.6897848410563625,0.35400214777109373,1.2403771396324894,0.339955530608677,0.2798932885157787
33,1.6897891077710574,0.3539620352151548,1.2403326955486629,0.33998725093831367,0.279865631278035
34,1.6897916553655514,0.35396306562584984,1.2403235195529154,0.339990743297383,0.27987000698180997
35,1.689695902817351,0.35399328920931067,1.240384182704701,0.3399714867155626,0.27983156048650853
36,1.689872274052005,0.35393157592241575,1.2402497930889784,0.34000647039609166,0.2798887389852428
37,1.6898533044008903,0.3539786498748709,1.2402428912056098,0.33998461610785086,0.2799009646478939
38,1.689762132390409,0.3539610368681315,1.2403677105187776,0.3399926195000375,0.2798533009494312
39,1.6897356963136239,0.35401503680307317,1.2403881651609134,0.33994281064748166,0.2798718058317786
40,1.6898047915840466,0.3539763014705164,1.2403108766546582,0.33996700944439506,0.27988139171004395
41,1.6896386702762463,0.3539960256339938,1.2404269819885065,0.33997469766840904,0.2798062739355797
42,1.6897760764543528,0.3540084672607069,1.2402405706386403,0.3399617367368148,0.2798736020770444
43,1.6897226173067117,0.3540065615005551,1.240383207904335,0.33995924801442623,0.27985580686200245
44,1.6898091759296232,0.3540145542858361,1.2402919553026277,0.33994997392835047,0.27990435969900856
45,1.6897453793844572,0.3540824869027911,1.2402641400195369,0.33991160189319597,0.27989251613542837
46,1.6898057085067981,0.354003995574687,1.2402376941649274,0.3399494141313843,0.27988675893168985
47,1.689770360924796,0.3540255038071258,1.2403520657744824,0.3399389535919401,0.27989604353762765
48,1.6897544674881964,0.35398181349341057,1.2403398861447386,0.33997300109881595,0.27985819431044806
49,1.6897436482393722,0.35399638249740617,1.2402213021851685,0.33995524884935746,0.27983918052945733
50,1.6897915004957933,0.35400392039685963,1.2402109864740147,0.33995139297066707,0.2798724908903242
51,1.6898045204900296,0.3539915723387924,1.2403380965843325,0.33996977686105584,0.27989429091718987
52,1.689931366156001,0.3539783102776972,1.2402084975717047,0.33997542439692846,0.27994424245940047
53,1.6897594092327144,0.3540006520528668,1.2402862637034935,0.33996661225922165,0.2798631134195593
54,1.6898484716498863,0.3539715796961911,1.2403084214576563,0.3399891937494537,0.2799096526665387
55,1.6899553489422723,0.3539664510288348,1.2401787877879242,0.33998318397493765,0.2799515789346814
56,1.689878671752761,0.3539271399749835,1.240259784438348,0.34001288092660353,0.2798917400033357
57,1.6897793660470668,0.3539671917990892,1.2403110378502034,0.3399872481055312,0.2798580835392705
58,1.6897858859894268,0.3539935993196963,1.2403239299697717,0.3399609871319293,0.2798789583045631
59,1.689839390881803,0.353943279644918,1.2403324150377781,0.3399945183008834,0.27989258108849563
60,1.6897965995278184,0.3539504891260098,1.2403481666810876,0.3400018633643091,0.27986790832385505
61,1.6898765360427461,0.3539977922089506,1.240176415705899,0.3399591875498931,0.2799199196081857
62,1.689732100722369,0.35399147811425646,1.2403929076264262,0.3399629857104608,0.27985349667792514
63,1.6897487880574134,0.35405333741933115,1.2402432250247644,0.3399204004489011,0.27987643910015947
64,1.689775295625536,0.35402493002414315,1.2402499414044785,0.3399407177514256,0.279880544370741
65,1.6897659774040976,0.35399208706908797,1.2403375080360663,0.339961567241767,0.2798695321557002
66,1.6897678055766927,0.35404638813638356,1.240311147299303,0.3399218739024572,0.279894385572123
67,1.6898633496003053,0.35392990041133826,1.2403105667724201,0.34002196289250786,0.27989436525604494
68,1.6898113589659771,0.35398675463164025,1.240267451307354,0.33997198950512875,0.2798872695739486
69,1.6898331540755709,0.3539059579368453,1.2403058580702537,0.34004548587456096,0.2798578085962839
70,1.6898161919231398,0.35398816028665914,1.240201977395375,0.3399781056563734,0.27988004434177477
71,1.6898036484825998,0.35399126895681793,1.2402219061160071,0.3399643474787224,0.2798729089572924
72,1.6897321225621111,0.3540163331275058,1.240321116765808,0.3399553306585148,0.27986000066358885
73,1.6896459087699371,0.35406495666658133,1.240402066061801,0.3399119642925378,0.27984330384308237
74,1.689860345195247,0.3539539208628487,1.2402552114279848,0.34000029788084196,0.2798977219511184
75,1.6897342509628137,0.35399769915428864,1.2404056865127029,0.3399679916412809,0.2798631038616968
76,1.6898422471248142,0.35396311767745775,1.2402476430644849,0.339985042051177,0.27988701505518776
77,1.68985404997355,0.3539493920605343,1.2402466361297875,0.3399944548216947,0.2798850981030044
78,1.6897686694734688,0.3539971227144259,1.2402748054288806,0.33996106388237,0.2798660169022759
79,1.6898426106326605,0.3538829597863319,1.2403738678392742,0.34005469018981266,0.27986298591341463
80,1.6898675755865153,0.35394250244358655,1.2402149640328526,0.3400083053543471,0.27988984376315423
81,1.6898483873661299,0.353988905435631,1.2401709871440214,0.3399669577879445,0.27989258578787607
82,1.68983615484406,0.3539708136554653,1.2403684746645816,0.33998269822813815,0.27990904472329087
83,1.6898120314778102,0.3539986023575418,1.2402794457870698,0.33995540003176017,0.2798903510964033
84,1.6898633807572416,0.35400230905449037,1.240239480647202,0.3399662272101218,0.27992501767151107
85,1.689705603905167,0.35400464064606535,1.2404421273378354,0.3399513213284141,0.2798558081164656
86,1.6898725036403084,0.3539159098347044,1.2402945077695664,0.3400205136582989,0.27988905238695583
87,1.6898665111579005,0.3539839291526034,1.2402294447333646,0.3399709383539606,0.27991157669309735
88,1.6897475461709417,0.35400659605014634,1.2403070555809341,0.3399606727268475,0.2798592159589353
89,1.6897742317064517,0.35398609890568733,1.2403883018956778,0.33996725968749963,0.2798794029297713
90,1.6897897140246123,0.3540205414296651,1.2403243249384148,0.3399414883588528,0.2799007050615671
91,1.6898028535042908,0.3539709536408643,1.2403167582268002,0.33998123155699694,0.27987907780636145
92,1.6898661029726723,0.35393585767588226,1.2402332071867395,0.3400162339021195,0.2798852272494969
93,1.6897175594555656,0.35400412778961265,1.240371582039116,0.3399616327453123,0.2798466823032454
94,1.6897917656612507,0.3539490883379417,1.2403632972504854,0.33999471432674694,0.2798673522577218
95,1.6898633724592087,0.3539378577468983,1.2403249829969818,0.34000455098250437,0.2798996996837299
96,1.6898167823793044,0.3539545346983199,1.2402910429265963,0.33999921717085446,0.2798743301394601
97,1.6898667051964913,0.35399084247018786,1.2402606714554343,0.3399667710962841,0.27991720692094674
98,1.6897535342713306,0.3539544837583154,1.2403938256089095,0.3399936275256184,0.2798458531403909
99,1.689877694655465,0.35397146633832144,1.2402351983062783,0.3399777759369899,0.2799171161537315
100,1.6898513819719678,0.3539513071418513,1.2402936620262937,0.34000022663022267,0.27989663141588245
101,1.6899113815476314,0.35399998091501755,1.2402194496548151,0.33995958573436064,0.27995233449670426
102,1.6898460623183935,0.35396390788825605,1.2403261891243775,0.33999619970026596,0.27990460213521845
103,1.6897639619271754,0.3540264114055062,1.2403282332988776,0.3399368541981366,0.27988697448448957
104,1.689701688895691,0.3540029898367419,1.2404177366985045,0.3399491845704229,0.2798464931572434
105,1.6897994457971157,0.35398461123591696,1.2403445411444933,0.33998237737447495,0.27989033070326347
106,1.6897337756593815,0.3539068934792424,1.2404167320026178,0.3400395472879219,0.2798120691846302
107,1.689768680230326,0.3539572902102182,1.240349159398227,0.33998645631774216,0.27985285392195364
108,1.689858559399284,0.35395255085276883,1.2403360221927522,0.3399988567616005,0.2799074018422929
109,1.6898115774642928,0.3539826347007265,1.2402859368106691,0.33997512580937467,0.2798886821778738
110,1.6898444851086933,0.3539373819917233,1.2402873289237313,0.3400163372053081,0.2798847544562743
111,1.6899042727736553,0.3539689697707843,1.2401813396844914,0.3399931249911736,0.27992165254293944
112,1.6898627804307336,0.3539892154185234,1.2402086680785727,0.33996081254904453,0.2799063054781969
113,1.689711243967349,0.35403037345819877,1.2403584448533864,0.3399499257824489,0.2798603355129084
114,1.6897926003920414,0.35396889791560104,1.2403279282166977,0.3399901040574363,0.27987322049015234
115,1.6898491910411921,0.35401060049502037,1.2402048691405425,0.3399546418707038,0.27990976805614937
116,1.689787082756559,0.3539997277623149,1.2402750563151719,0.3399609819370772,0.27987630581910633
117,1.6898446574152002,0.3539306039961632,1.240349476722994,0.3400164704140367,0.2798894111154011
118,1.689654415881448,0.35404056531646544,1.2403937794401398,0.3399285675326876,0.2798343029727562
119,1.6899593400066513,0.35386969775038607,1.2402119589190936,0.3400640262347819,0.2799063754734606
120,1.689796692337035,0.35396937497418374,1.2403694506480347,0.3399732150796753,0.2798791410602762
121,1.689749836290939,0.35404840276453914,1.2403314855725365,0.33993052153411674,0.27989110592242034
122,1.6897621561027263,0.3539785605080493,1.2403131263432476,0.3399778246397642,0.2798579696154448
123,1.689854978859403,0.35398907284844267,1.2402124805728447,0.3399578365717889,0.27990582853373486
124,1.6898375486981756,0.3539605138978794,1.2403254677086963,0.33999316943751867,0.27989323800159316
125,1.6898390637441119,0.3539046974522023,1.2403786018614598,0.34003595548129,0.27987741390295434
126,1.6897551029901534,0.35400430890937395,1.2403153856881908,0.33995567811011684,0.2798669810685272
127,1.6898232431905316,0.35396479997872365,1.2403057555627668,0.3399874263394075,0.2798830023950957
128,1.689708570816846,0.35406975821111486,1.2403131083651286,0.33990556038453135,0.27987054823538543
129,1.689813430092699,0.353972525683194,1.2403474272845278,0.3399872398904993,0.27989109940169227
130,1.6898733222352236,0.353927474269546,1.2403109861825294,0.34002857816204646,0.27989971096827015
131,1.68985109508364,0.3539717811210942,1.240208859309617,0.3399791097062429,0.2798920009294976
132,1.6897203121882822,0.354023976316998,1.2403391213361983,0.3399295704728725,0.27985804217472265
133,1.6897479128223485,0.35398353304267954,1.2403238189582735,0.3399701837379648,0.2798511643393
134,1.6898089400000094,0.3539610739263373,1.2403294871627804,0.33999608047230734,0.27988063848036543
135,1.6897686574703947,0.3539863501534121,1.2403296665660193,0.3399767479210791,0.27986484902696296
136,1.689860817556178,0.3539828048800406,1.2403248748403106,0.33997718433757407,0.2799216080617168
137,1.689681827292885,0.3540595747392507,1.2403596410088147,0.33989814025453957,0.27985520966919536
138,1.6897875552046069,0.3540337017957748,1.2402821702425246,0.33993668208824246,0.27989551984280225
139,1.689792934202309,0.35396110996618396,1.2402640461692864,0.33999649577888164,0.2798584970121618
140,1.6898268826864928,0.3539402179696736,1.240281283845963,0.34001227943507556,0.279869890529765
141,1.6897768153887398,0.35394243228054595,1.2403193981196796,0.3400088156456254,0.27984703748375833
142,1.6898332429444995,0.3539825050691203,1.2402179880718012,0.3399723692219545,0.2798872625232545
143,1.689886691887593,0.35391091533305047,1.2402164048543782,0.34003057870598974,0.2798808801803628
144,1.6898446960565907,0.35396786610814895,1.2402211830299714,0.33998178959819547,0.2798872524656325
145,1.6897588352982222,0.3539880171229977,1.2403069730873826,0.3399699859882231,0.2798566634412026
146,1.6897574345214814,0.35399060460613585,1.2402930880718561,0.3399760451827687,0.27985890708329153
147,1.6896928714482011,0.35401713470711443,1.2403767964197827,0.33995767701073415,0.27984654591834573
148,1.689833591234554,0.3539473680274916,1.2403151559350758,0.34000076450631567,0.2798832334213362
149,1.6897992123531742,0.35397485598583817,1.240315864698671,0.3399850699658157,0.279877045040409
150,1.6898283342900042,0.35394240815795175,1.240372046282675,0.3400097555893792,0.27988939538367774
151,1.689753956280619,0.3539828613098089,1.240345209917572,0.33997209500296965,0.27985804250780694
152,1.6897422926911605,0.3539729962546585,1.240355649564778,0.33998523233072453,0.27984882740579176
153,1.6898151522146063,0.35393753603716993,1.2403163177484766,0.34001009756868356,0.27987243936182615
154,1.6899066767035478,0.353881192056902,1.2402918539517884,0.34005120490794694,0.27988931660532634
155,1.689794721375503,0.3539982311725311,1.2403278759579466,0.3399622063520853,0.2798897252640807
156,1.689758443990161,0.354005738303387,1.2403475167769482,0.3399521209500259,0.27987353775112095
157,1.6897432481197288,0.3540176333422431,1.2403718479693366,0.33994131493440927,0.2798714834868532
158,1.689768453947595,0.3540453504321803,1.2402715435549259,0.339920375359395,0.27989075965372684
159,1.6897941616158823,0.3540447001958201,1.2402882067789325,0.339934940852601,0.27991061707253095
160,1.689772282588513,0.35398616930488236,1.2402845843267771,0.3399761403386257,0.27986366058542467
161,1.6898020950791677,0.3539913534526098,1.2402838176618316,0.33996116364931195,0.27988271664776854
162,1.6899746063021288,0.3539652266949993,1.2401394060550412,0.33998044938369376,0.27995305202156184
163,1.6898146332829953,0.35387642035700206,1.240419913829489,0.3400637540983463,0.27985282486906204
164,1.689644593318393,0.3540525072264356,1.2403946906074697,0.3399356804075518,0.2798324442059659
165,1.6897797278107434,0.35400293457045007,1.2402487845727603,0.33995144603596855,0.27987056367253904
166,1.6898206186185623,0.3539497301026547,1.2402656823844587,0.33999467140185985,0.2798698603070963
167,1.689807146359523,0.35391996799362174,1.2403834865654864,0.3400202369221102,0.27986236245285473
168,1.6897931279489744,0.3539948722215867,1.240299333281495,0.33997152800086056,0.27988060580850516
169,1.6897924357272336,0.3539979422604055,1.2403211980726254,0.3399616517405634,0.2798895117273969
170,1.6897476139488083,0.3539752942599359,1.240368296567941,0.339972505065729,0.27985359917786085
171,1.6898892591916135,0.3539187918963563,1.2402667289064633,0.34002283826108515,0.27989792938959196
172,1.6897193858389061,0.35402555804602015,1.2403562242127963,0.3399534788169902,0.27986297672178534
173,1.6899690567436958,0.353898554766063,1.2401788199965385,0.3400359744356902,0.27992083905540666
174,1.6897880147996598,0.35398408502066564,1.240271440429823,0.33997789848978854,0.27986844074250816
175,1.6898053010648686,0.35398325248039736,1.2403755424275709,0.33997345707686033,0.2798974101493904
176,1.6898464129050843,0.3539726625210228,1.2402849319366378,0.33998044651032083,0.2799016286343849
177,1.6897576326319237,0.3539917011121725,1.2403193855343606,0.33996868013638654,0.27985845363602624
178,1.689863661818441,0.35393911249041554,1.2402503647831562,0.3400024316533626,0.2798893041440294
179,1.6897873532899201,0.35394639961229285,1.240388814212916,0.34000056639019827,0.2798658936392038
180,1.6897673060760805,0.3540193237067172,1.24027400020295,0.33994848836082325,0.2798759438408521
181,1.6898238788304896,0.35406064282590444,1.240180195767371,0.339908387172238,0.27992018373956673
182,1.6898211365166607,0.3539538301337401,1.2403094213126993,0.3400027534829044,0.27988130473191747
183,1.6898431005683832,0.35393664014387044,1.2402262957134986,0.3400213912441695,0.279868012349834
184,1.6897784585579194,0.35394006311086923,1.2403501937661157,0.3400190301407298,0.27985078724675166
185,1.6898806726286286,0.3539470827937039,1.2402347501873785,0.34001423226049565,0.27990339023248106
186,1.6897633685058295,0.35398148851027916,1.240331060604682,0.3399914014816028,0.27986039580150995
187,1.6898227923978466,0.354069931830112,1.240172801176196,0.33990576148098234,0.2799223500306809
188,1.689752861317059,0.3539631266433163,1.2403710274245,0.3399985293004631,0.2798527854636876
189,1.6897525367666741,0.353987687466009,1.2403480239216698,0.33996760420028993,0.2798568937616815
190,1.6897003214952324,0.3540508755113147,1.2403182611344155,0.3399175472479216,0.27985534440024884
191,1.6897898362680515,0.35396833659540455,1.2402538262793368,0.3399880244348326,0.27985969837153984
192,1.6897793721484295,0.35393319203355483,1.240441459800798,0.3400190680752268,0.27986110725131663
193,1.6898328713301156,0.35396529560670326,1.2402481928065534,0.33999305052806356,0.279883582333589
194,1.6898648153798164,0.3539241000269013,1.2403046440061822,0.3400103705284632,0.27989183096317705
195,1.6897026058442612,0.3540245203030519,1.2403799468366485,0.33994169666836677,0.2798543087788435
196,1.689768962272745,0.3540235501406028,1.2403065677954472,0.3399473814914263,0.2798865824623283
197,1.6898116800086387,0.3539913873313842,1.240303887585239,0.3399751483217074,0.2798928229824208
198,1.689827302687849,0.35390479664287466,1.2403465102851414,0.34002688659272146,0.2798589628553868
199,1.6898975125661095,0.3539584329342685,1.2402427669089917,0.33999735591590785,0.2799170142530128
200,1.689850806957278,0.353975982925964,1.2402418543674483,0.33997495355117396,0.27989754783412363
201,1.6898756753464403,0.3539308594300916,1.240283604010851,0.34001882008013284,0.2798941972044014
202,1.6897501950781082,0.35402482652595985,1.2403167155903614,0.33994395289447127,0.27987421991482675
203,1.6897951257402088,0.354036754130222,1.240268004302035,0.3399349672117548,0.2798993944111782
204,1.6897062422433669,0.3540423548534231,1.2403570566326578,0.3399367566245707,0.27986176132755747
205,1.6897668281978786,0.3539877029174891,1.2403967545842787,0.33997152135252806,0.2798782701493174
206,1.6898046678784058,0.3539882384864487,1.240306922745693,0.33997613802608756,0.27988690584131376
207,1.689859677436263,0.3539561200881794,1.2402575486743102,0.33998889580040065,0.2799001274329519
208,1.6896952842465451,0.35398851922861396,1.2404028478490028,0.339970102977273,0.2798362824744131
209,1.6899003430041808,0.35399727675861187,1.240176397310998,0.3399668105999849,0.2799350326928879
210,1.689810215569611,0.35397777911705686,1.2403739612493627,0.3399716417782359,0.27989500868125644
211,1.68976789510878,0.353950529445675,1.240364553018177,0.3400062388307265,0.27985418967463616
